state,district,Enrolment Total,Demographic Total,Biometric Total,demo_update_rate,bio_update_rate,demo_update_rate_zscore,bio_update_rate_zscore,final_risk_score
Andhra Pradesh,Nandyal,905.0,27385.0,10640.0,30.22626931567329,11.7439293598234,0.46108034691663774,-0.15127805131569913,0.30980229560093864
Andhra Pradesh,Nellore,5367.0,68123.0,158477.0,12.690573770491802,29.522540983606557,0.007187780626490163,0.9037450928700401,0.9109328734965303
Andhra Pradesh,Nizamabad,524.0,5541.0,10979.0,10.554285714285715,20.912380952380953,-0.04810773164264331,0.3927986646385971,0.34469093299595377
Andhra Pradesh,Palnadu,860.0,25495.0,10053.0,29.610917537746808,11.67595818815331,0.44515262982468573,-0.155311614833867,0.2898410149908187
Andhra Pradesh,Parvathipuram Manyam,508.0,9391.0,10630.0,18.44990176817289,20.88408644400786,0.15626177419799014,0.3911196043262025,0.5473813785241927
Andhra Pradesh,Prakasam,7623.0,120498.0,212299.0,15.805089192025184,27.846143756558238,0.08780365319268991,0.8042638785428878,0.8920675317355777
Andhra Pradesh,Rangareddi,1883.0,22245.0,54587.0,11.80732484076433,28.973991507431,-0.01567416530283393,0.8711929225800955,0.8555187572772616
Andhra Pradesh,Spsr Nellore,2183.0,0.0,0.0,0.0,0.0,-0.32129403416903146,-0.8481894604001602,-1.1694834945691917
Andhra Pradesh,Sri Potti Sriramulu Nellore,1614.0,22065.0,10135.0,13.662538699690403,6.275541795665634,0.03234604451863443,-0.47578457430234955,-0.4434385297837151
Andhra Pradesh,Sri Sathya Sai,938.0,22107.0,10415.0,23.543130990415335,11.091586794462193,0.2880945193794514,-0.18998953897049942,0.09810498040895199
Andhra Pradesh,Srikakulam,4300.0,135699.0,192607.0,31.55056963496861,44.78191118344571,0.49535843237467286,1.80927073610937,2.304629168484043
Andhra Pradesh,Tirupati,1719.0,33230.0,10398.0,19.319767441860463,6.0453488372093025,0.1787773089790586,-0.48944474664534254,-0.3106674376662839
Andhra Pradesh,Visakhapatanam,226.0,0.0,0.0,0.0,0.0,-0.32129403416903146,-0.8481894604001602,-1.1694834945691917
Andhra Pradesh,Visakhapatnam,8178.0,157193.0,311303.0,19.21909768920406,38.06125443208216,0.17617158100760294,1.4104517188059316,1.5866232998135346
Andhra Pradesh,Vizianagaram,3856.0,78887.0,159998.0,20.45294270158154,41.48249935182785,0.2081083284054672,1.6134761533703843,1.8215844817758515
Andhra Pradesh,Warangal,1059.0,34766.0,51758.0,32.79811320754717,48.82830188679245,0.5276497522289376,2.0493927396036122,2.57704249183255
Andhra Pradesh,West Godavari,5935.0,126806.0,220414.0,21.362196765498652,37.131738544474395,0.23164338918579008,1.3552921374467959,1.586935526632586
Andhra Pradesh,Y. S. R,823.0,28186.0,8608.0,34.20631067961165,10.446601941747574,0.5640994250002169,-0.228264403266025,0.3358350217341919
Arunachal Pradesh,Anjaw,37.0,760.0,1171.0,20.0,30.81578947368421,0.1963843950905021,0.9804893919799864,1.1768737870704884
Arunachal Pradesh,Changlang,803.0,5659.0,8183.0,7.038557213930348,10.177860696517413,-0.13910857203099042,-0.24421211839220658,-0.383320690423197
Arunachal Pradesh,Dibang Valley,10.0,160.0,471.0,14.545454545454545,42.81818181818182,0.05519936892881111,1.6927385808932074,1.7479379498220184
Arunachal Pradesh,East Kameng,181.0,1422.0,4297.0,7.813186813186813,23.60989010989011,-0.11905812032093897,0.5528749772916062,0.4338168569706672
Arunachal Pradesh,East Siang,168.0,2503.0,3321.0,14.810650887573965,19.650887573964496,0.06206369022049888,0.31793878589047164,0.38000247611097054
Arunachal Pradesh,Kamle,30.0,318.0,143.0,10.258064516129032,4.612903225806452,-0.05577509787139975,-0.5744493187006555,-0.6302244165720553
Arunachal Pradesh,Kra Daadi,81.0,514.0,1240.0,6.2682926829268295,15.121951219512194,-0.15904603865720204,0.049181428814316815,-0.10986460984288524
Arunachal Pradesh,Kurung Kumey,75.0,335.0,3390.0,4.407894736842105,44.60526315789474,-0.2072004329835422,1.7987880415506075,1.5915876085670653
Arunachal Pradesh,Leparada,3.0,23.0,36.0,5.75,9.0,-0.17246148575691558,-0.31410904407735046,-0.4865705298342661
Arunachal Pradesh,Lohit,166.0,1866.0,3891.0,11.173652694610778,23.29940119760479,-0.03207608536714835,0.5344498608986107,0.5023737755314623
Arunachal Pradesh,Longding,897.0,1485.0,2599.0,1.653674832962138,2.8942093541202674,-0.27849044466733847,-0.6764405118697243,-0.9549309565370627
Arunachal Pradesh,Lower Dibang Valley,109.0,1157.0,2248.0,10.518181818181818,20.436363636363637,-0.04904224205390406,0.3645507172702199,0.31550847521631586
Arunachal Pradesh,Lower Siang,31.0,339.0,413.0,10.59375,12.90625,-0.04708624117062229,-0.08230330782613096,-0.12938954899675326
Arunachal Pradesh,Lower Subansiri,105.0,1521.0,2680.0,14.349056603773585,25.28301886792453,0.05011582003085087,0.652162233253016,0.7022780532838669
Arunachal Pradesh,Namsai,150.0,2135.0,6003.0,14.139072847682119,39.75496688741722,0.044680616979678504,1.5109604580588734,1.5556410750385519
Arunachal Pradesh,Pakke Kessang,4.0,87.0,74.0,17.4,14.8,0.1290861992867627,0.030076113108460298,0.159162312395223
Arunachal Pradesh,Papum Pare,447.0,4922.0,9259.0,10.986607142857142,20.667410714285715,-0.03691755773873861,0.3782615749998635,0.3413440172611249
Arunachal Pradesh,Shi-yomi,35.0,238.0,529.0,6.611111111111111,14.694444444444445,-0.150172553386019,0.02381220699109398,-0.12636034639492502
Arunachal Pradesh,Siang,103.0,777.0,1309.0,7.471153846153846,12.586538461538462,-0.1279112747773692,-0.10127571577776923,-0.22918699055513841
Arunachal Pradesh,Tawang,154.0,951.0,2464.0,6.135483870967742,15.896774193548387,-0.1624836515155423,0.0951611817642865,-0.0673224697512558
Arunachal Pradesh,Tirap,99.0,990.0,1893.0,9.9,18.93,-0.06504321168556235,0.27515968193214957,0.21011647024658722
Arunachal Pradesh,Upper Siang,43.0,1321.0,1796.0,30.022727272727273,40.81818181818182,0.45581188066260936,1.574054043932583,2.0298659245951924
Arunachal Pradesh,Upper Subansiri,143.0,1549.0,4166.0,10.756944444444445,28.930555555555557,-0.04286212898742817,0.8686153346622051,0.825753205674777
Arunachal Pradesh,West Kameng,278.0,1859.0,6172.0,6.663082437275985,22.121863799283155,-0.14882733166124065,0.46457212046179985,0.31574478880055923
Arunachal Pradesh,West Siang,192.0,3552.0,4646.0,18.40414507772021,24.072538860103627,0.15507741161590724,0.5803296036388577,0.7354070152547649
Assam,Bajali,29.0,844.0,23.0,28.133333333333333,0.7666666666666667,0.4069069563227124,-0.8026937212319207,-0.39578676490920833
Assam,Baksa,3699.0,17012.0,17455.0,4.5978378378378375,4.717567567567568,-0.2022839606749344,-0.5682382992315522,-0.7705222599064866
Assam,Barpeta,14383.0,59142.0,95421.0,4.111651835372636,6.633829254727475,-0.21486836097914228,-0.454522983713573,-0.6693913446927153
Assam,Biswanath,1329.0,11025.0,9548.0,8.289473684210526,7.178947368421053,-0.10672994835751429,-0.4221744382572874,-0.5289043866148017
Assam,Bongaigaon,3175.0,39124.0,36608.0,12.318639798488665,11.526448362720403,-0.0024393290942520233,-0.16418386703515112,-0.16662319612940313
Assam,Cachar,17514.0,58019.0,66145.0,3.3125321153297174,3.7764773051669995,-0.23555271305224906,-0.6240847302471342,-0.8596374432993832
Assam,Charaideo,1189.0,9913.0,8293.0,8.330252100840337,6.96890756302521,-0.10567444302408371,-0.43463867678064,-0.5403131198047237
Assam,Chirang,3348.0,13397.0,27087.0,4.000298596595999,8.088085995819648,-0.21775061946628485,-0.3682240897443774,-0.5859747092106623
Assam,Darrang,7595.0,28319.0,26265.0,3.728146392838336,3.457740916271722,-0.22479498573432422,-0.642999270611403,-0.8677942563457273
Assam,Dhemaji,6901.0,22349.0,20730.0,3.238046942915097,3.0034772529701534,-0.2374806814051854,-0.6699563068798948,-0.9074369882850802
Assam,Dhubri,12646.0,80799.0,59475.0,6.388787854827232,4.702696291610659,-0.15592715109106417,-0.5691207944820319,-0.725047945573096
Assam,Dibrugarh,7062.0,26519.0,26735.0,3.7546368398697436,3.7852187455755346,-0.2241093090838441,-0.6235659933435063,-0.8476753024273503
Assam,Dima Hasao,250.0,280.0,25.0,1.1155378486055776,0.099601593625498,-0.2924195401067467,-0.8422788758901688,-1.1346984159969156
Assam,Goalpara,9898.0,40567.0,27624.0,4.098090716233963,2.7905849075664206,-0.21521937592187773,-0.6825898215982464,-0.8978091975201241
Assam,Golaghat,11505.0,27924.0,20154.0,2.4269077003302626,1.7516078567703808,-0.2584761458557896,-0.744245076691468,-1.0027212225472577
Assam,Hailakandi,5578.0,21302.0,21123.0,3.818246997669833,3.7861623946943896,-0.222462828755099,-0.623509995064144,-0.845972823819243
Assam,Hojai,7050.0,25308.0,29002.0,3.5892781165792087,4.113175436108353,-0.2283894412907144,-0.6041042993639931,-0.8324937406547075
Assam,Jorhat,4887.0,19788.0,16279.0,4.048281505728315,3.3304009819967266,-0.21650863361473885,-0.650555911179415,-0.8670645447941538
Assam,Kamrup,13666.0,44584.0,43252.0,3.262164337455184,3.1647032999195144,-0.23685642865901815,-0.6603887875158064,-0.8972452161748246
Assam,Kamrup Metro,6046.0,26191.0,26762.0,4.33123863072598,4.425665619315363,-0.2091845936139096,-0.5855604230146607,-0.7947450166285703
Assam,Karbi Anglong,8107.0,31121.0,39206.0,3.838307844104588,4.835471139615195,-0.221943575381501,-0.5612416338043141,-0.7831852091858151
Assam,Karimganj,14833.0,41414.0,35646.0,2.7918295806930025,2.4029931239045434,-0.2490305365643587,-0.7055903972850727,-0.9546209338494314
Assam,Kokrajhar,4609.0,22669.0,28859.0,4.917353579175705,6.260086767895879,-0.19401364031996027,-0.4767017107096332,-0.6707153510295935
Assam,Lakhimpur,7199.0,35412.0,29772.0,4.918333333333333,4.135,-0.1939882804402912,-0.6028091802340693,-0.7967974606743604
Assam,Majuli,515.0,3281.0,3382.0,6.358527131782946,6.554263565891473,-0.15671041726975535,-0.4592445921823,-0.6159550094520554
Assam,Marigaon,10487.0,43810.0,33936.0,4.177154843630817,3.2356979405034325,-0.2131728862577988,-0.6561758044936123,-0.8693486907514112
Assam,Nagaon,12873.0,97377.0,117879.0,7.563849619387914,9.156361659157993,-0.12551194466302867,-0.3048301885195698,-0.43034213318259845
Assam,Nalbari,3881.0,20961.0,20251.0,5.3995363214837715,5.216640906749098,-0.18153286008725555,-0.5386221551464759,-0.7201550152337315
Assam,North Cachar Hills,1058.0,3599.0,4024.0,3.3984891406987723,3.7998111425873464,-0.23332780815840534,-0.62270004740226,-0.8560278555606654
Assam,Sibsagar,2737.0,13070.0,11380.0,4.773557341124909,4.156318480642805,-0.19773565085233857,-0.6015440932321715,-0.7992797440845101
Assam,Sivasagar,422.0,0.0,0.0,0.0,0.0,-0.32129403416903146,-0.8481894604001602,-1.1694834945691917
Assam,Sonitpur,9197.0,43576.0,30117.0,4.737551641661231,3.2742987606001304,-0.19866761954947595,-0.6538851442638738,-0.8525527638133498
Assam,South Salmara Mankachar,1472.0,21047.0,4848.0,14.288526816021724,3.291242362525458,0.04854907175851105,-0.6528796724893974,-0.6043306007308863
Assam,Sribhumi,169.0,5087.0,357.0,29.923529411764704,2.1,0.4532442510201589,-0.7235706965915045,-0.2703264455713456
Assam,Tamulpur District,55.0,1268.0,70.0,22.642857142857142,1.25,0.2647919018140833,-0.7740116247997699,-0.5092197229856866
Assam,Tinsukia,8384.0,35249.0,19249.0,4.20381633870006,2.2956469886702444,-0.21248278221334096,-0.7119605604624704,-0.9244433426758113
Assam,Udalguri,4565.0,19780.0,22348.0,4.332019272886553,4.894437144108629,-0.2091643875335346,-0.5577424573344535,-0.7669068448679881
Assam,West Karbi Anglong,1884.0,1451.0,3392.0,0.7697612732095491,1.79946949602122,-0.30136959382803463,-0.7414048584451368,-1.0427744522731714
BALANAGAR,IDPL COLONY,0.0,2.0,0.0,2.0,0.0,-0.26952619124307814,-0.8481894604001602,-1.1177156516432383
Bihar,Araria,15579.0,155315.0,155444.0,9.968870346598203,9.977150192554557,-0.06326057704308648,-0.2561227350051892,-0.31938331204827564
Bihar,Arwal,3866.0,27770.0,30704.0,7.181277476079648,7.940005171967933,-0.13541441197434248,-0.3770115417501717,-0.5124259537245142
Bihar,Aurangabad,10170.0,105840.0,96430.0,10.406056434962148,9.480877003244519,-0.051944486667168166,-0.28557271184480626,-0.3375171985119744
Bihar,Aurangabad(BH),8.0,24.0,10.0,2.6666666666666665,1.1111111111111112,-0.2522702436010937,-0.7822536065331467,-1.0345238501342404
Bihar,Aurangabad(bh),105.0,670.0,222.0,6.320754716981132,2.0943396226415096,-0.15768811548795247,-0.723906596224412,-0.8815947117123645
Bihar,Banka,11074.0,98120.0,98227.0,8.85959367945824,8.869255079006772,-0.09197300717604984,-0.32186774428136783,-0.41384075145741767
Bihar,Begusarai,13209.0,132990.0,147208.0,10.067373202119606,11.143679031037093,-0.06071093686689155,-0.18689826748193175,-0.2476092043488233
Bihar,Bhabua,31.0,132.0,33.0,4.125,1.03125,-0.21452285813425268,-0.7869927460298383,-1.001515604164091
Bihar,Bhagalpur,21062.0,155026.0,148314.0,7.360110145753216,7.0414470873095,-0.1307855211974974,-0.43033401685512757,-0.5611195380526249
Bihar,Bhojpur,13357.0,142341.0,96996.0,10.655861655936517,7.261266656685133,-0.04547854794642604,-0.4172894249520121,-0.46276797289843813
Bihar,Buxar,7240.0,73902.0,57028.0,10.2060488882751,7.875707775169175,-0.057121466297618335,-0.38082709513358876,-0.4379485614312071
Bihar,Darbhanga,15765.0,153928.0,210380.0,9.76328808829126,13.343904604845871,-0.0685818520712848,-0.05633189076372232,-0.12491374283500711
Bihar,East Champaran,29323.0,248028.0,212134.0,8.458191242668121,7.234142681762379,-0.10236287632497271,-0.4188990231541314,-0.5212618994791041
Bihar,Gaya,27401.0,195174.0,185172.0,7.122618786949857,6.757608933654478,-0.13693272887689914,-0.44717761677428,-0.5841103456511791
Bihar,Gopalganj,15148.0,105867.0,103484.0,6.988382071423857,6.831077958941184,-0.14040730147902208,-0.4428177981507294,-0.5832250996297514
Bihar,Jamui,10382.0,66920.0,82157.0,6.445150727150149,7.912645670808051,-0.15446825893043,-0.3786351166134888,-0.5331033755439188
Bihar,Jehanabad,4883.0,46361.0,37430.0,9.492424242424242,7.663800163800164,-0.0755928705848665,-0.3934021735004703,-0.46899504408533677
Bihar,Kaimur (Bhabua),7825.0,67018.0,78157.0,8.56350626118068,9.986838742652695,-0.09963691065692173,-0.2555477944640805,-0.3551847051210022
Bihar,Katihar,16350.0,180294.0,217280.0,11.026481560760809,13.288483884777689,-0.03588545143733819,-0.05962068201338064,-0.09550613345071883
Bihar,Khagaria,8196.0,75624.0,79904.0,9.225814322313042,9.747956569476639,-0.0824937808182753,-0.2697236045198545,-0.3522173853381298
Bihar,Kishanganj,8764.0,145141.0,141279.0,16.559155733029094,16.118539646320592,0.10732185231789361,0.1083212468023527,0.21564309912024632
Bihar,Lakhisarai,6155.0,48883.0,49497.0,7.940708252111761,8.040448343079921,-0.11575736541095985,-0.37105101612303015,-0.48680838153399
Bihar,Madhepura,9027.0,91861.0,117237.0,10.17512184315463,12.98593265396544,-0.05792197950459854,-0.07757475838129,-0.13549673788588854
Bihar,Madhubani,25930.0,181691.0,238135.0,7.006710115306005,9.18340981836412,-0.13993289983060658,-0.3032250893940615,-0.4431579892246681
Bihar,Monghyr,49.0,282.0,99.0,5.64,1.98,-0.17530871711784302,-0.730691768809142,-0.906000485926985
Bihar,Munger,6087.0,55947.0,50471.0,9.189717477003942,8.290243101182654,-0.08342810872731725,-0.3562276285227232,-0.4396557372500405
Bihar,Muzaffarpur,28855.0,206917.0,208544.0,7.170675076240643,7.227058497366232,-0.13568884365909437,-0.4193194147265316,-0.555008258385626
Bihar,Nalanda,14575.0,153043.0,117402.0,10.499656970362238,8.054473106476399,-0.049521737759979645,-0.3702187548481835,-0.41974049260816315
Bihar,Nawada,15413.0,86518.0,86245.0,5.612949266900221,5.595238095238095,-0.17600889616891366,-0.5161553391412705,-0.6921642353101842
Bihar,Pashchim Champaran,16359.0,1120.0,353.0,0.06845965770171149,0.021577017114914426,-0.31952202976569816,-0.8469090312575226,-1.1664310610232207
Bihar,Patna,24644.0,243772.0,209014.0,9.891336985189694,8.480990058835463,-0.06526744448054492,-0.34490827134988744,-0.41017571583043233
Bihar,Purba Champaran,127.0,934.0,264.0,7.296875,2.0625,-0.13242229474387354,-0.7257960316595162,-0.8582183264033898
Bihar,Purbi Champaran,14871.0,0.0,0.0,0.0,0.0,-0.32129403416903146,-0.8481894604001602,-1.1694834945691917
Bihar,Purnea,257.0,2806.0,4954.0,10.875968992248062,19.2015503875969,-0.03978130693991303,0.29127409793885767,0.2514927909989446
Bihar,Purnia,20100.0,143374.0,228551.0,7.132679966170837,11.370130839261728,-0.13667230610411837,-0.17346010348041332,-0.3101324095845317
Bihar,Rohtas,7939.0,117745.0,111710.0,14.82934508816121,14.069269521410579,0.06254756944031226,-0.013287091138740187,0.04926047830157207
Bihar,Saharsa,13063.0,81177.0,119866.0,6.2137936313533375,9.175290875688916,-0.16045668782793704,-0.3037068858700698,-0.4641635736980068
Bihar,Samastipur,19207.0,202292.0,200165.0,10.531653477717617,10.420918367346939,-0.04869354267650347,-0.22978852483364154,-0.27848206751014504
Bihar,Samstipur,82.0,448.0,195.0,5.397590361445783,2.3493975903614457,-0.18158322916404893,-0.7087708778259327,-0.8903541069899816
Bihar,Saran,24218.0,169845.0,148503.0,7.012882447665056,6.131673479499566,-0.1397731356645815,-0.48432204654608685,-0.6240951822106684
Bihar,Sheikhpura,3199.0,28088.0,40423.0,8.7775,12.6321875,-0.0940979135277537,-0.09856679828151649,-0.1926647118092702
Bihar,Sheikpura,29.0,178.0,133.0,5.933333333333334,4.433333333333334,-0.16771610015536986,-0.5851054034707761,-0.752821503626146
Bihar,Sheohar,3262.0,31480.0,32682.0,9.6475635917867,10.01593625498008,-0.07157725585015134,-0.2538210820754397,-0.32539833792559103
Bihar,Sitamarhi,42232.0,169848.0,182000.0,4.021689200388322,4.309426278029029,-0.2171969467576787,-0.592458329213249,-0.8096552759709277
Bihar,Siwan,15311.0,123722.0,125804.0,8.080067920585162,8.216039707419018,-0.11215019069708787,-0.3606310262375952,-0.47278121693468306
Bihar,Supaul,10411.0,106911.0,112370.0,10.26805608912793,10.792354975028813,-0.05551647678060469,-0.20774663393716739,-0.2632631107177721
Bihar,Vaishali,18007.0,155594.0,168160.0,8.640270990670812,9.338071968014216,-0.09764993842767247,-0.2940470865857833,-0.3916970250134558
Bihar,West Champaran,30438.0,233389.0,166817.0,7.6674332271099574,5.480370577220014,-0.12283079469589951,-0.5229718382351666,-0.6458026329310661
Chandigarh,Chandigarh,2720.0,83336.0,74462.0,30.626975376699743,27.365674384417492,0.4714521911299852,0.7757517360647447,1.24720392719473
Chandigarh,Mohali,0.0,5.0,6.0,5.0,6.0,-0.1918744268541481,-0.49213584951828704,-0.6840102763724352
Chandigarh,Rupnagar,3.0,20.0,14.0,5.0,3.5,-0.1918744268541481,-0.6404915207190675,-0.8323659475732156
Chhatisgarh,Raipur,0.0,4.0,5.0,4.0,5.0,-0.21775834831712476,-0.5514781179985992,-0.7692364663157241
Chhattisgarh,Balod,1678.0,59734.0,81215.0,35.577129243597376,48.371054198927936,0.5995815850504139,2.0222586245483534,2.6218402095987674
Chhattisgarh,Baloda Bazar,4944.0,116270.0,140747.0,23.51263902932255,28.462487360970677,0.2873052678532736,0.8408391061920542,1.1281443740453279
Chhattisgarh,Balrampur,6190.0,60301.0,52243.0,9.740106606364076,8.438539815861734,-0.06918187972888343,-0.34742736506548894,-0.41660924479437234
Chhattisgarh,Bastar,6608.0,79431.0,94384.0,12.018610985020427,14.281131789983355,-0.01020525133869397,-0.0007147035162464793,-0.01091995485494045
Chhattisgarh,Bemetara,2771.0,58693.0,111710.0,21.173520923520922,40.2994227994228,0.2267597185100775,1.5432697069648018,1.7700294254748794
Chhattisgarh,Bijapur,6724.0,13047.0,27884.0,1.940074349442379,4.146319702602231,-0.2710773020757294,-0.6021374434031304,-0.8732147454788597
Chhattisgarh,Bilaspur,8941.0,153341.0,195037.0,17.148400805188995,21.811339745023485,0.12257382548812651,0.44614491866432754,0.568718744152454
Chhattisgarh,Dakshin Bastar Dantewada,1224.0,5896.0,27211.0,4.813061224489796,22.213061224489795,-0.19671313543783925,0.4699839825531255,0.27327084711528626
Chhattisgarh,Dantewada,710.0,2398.0,18928.0,3.3727144866385372,26.62165963431786,-0.23399495727983588,0.7316002130110201,0.4976052557311842
Chhattisgarh,Dhamtari,1968.0,44713.0,90278.0,22.708481462671408,45.849669883189435,0.266490516554217,1.8726339595417514,2.1391244760959682
Chhattisgarh,Durg,4095.0,77149.0,179851.0,18.835205078125,43.908935546875,0.16623493481221555,1.7574663815072196,1.9237013163194352
Chhattisgarh,Gariyaband,1542.0,27599.0,52088.0,17.88658457550227,33.75761503564485,0.14168091622415932,1.1550639943001,1.2967449105242592
Chhattisgarh,Gaurela-pendra-marwahi,140.0,3425.0,2289.0,24.29078014184397,16.23404255319149,0.3074466112968914,0.115175451312142,0.4226220626090334
Chhattisgarh,Gaurella Pendra Marwahi,983.0,0.0,0.0,0.0,0.0,-0.32129403416903146,-0.8481894604001602,-1.1694834945691917
Chhattisgarh,Janjgir - Champa,33.0,215.0,200.0,6.323529411764706,5.882352941176471,-0.15761629550609071,-0.49911729286891193,-0.6567335883750026
Chhattisgarh,Janjgir Champa,25.0,236.0,192.0,9.076923076923077,7.384615384615385,-0.08634767012047394,-0.40996963162247013,-0.4963173017429441
Chhattisgarh,Janjgir-champa,4639.0,112160.0,180654.0,24.17241379310345,38.93405172413793,0.3043828260222324,1.4622454900399946,1.766628316062227
Chhattisgarh,Jashpur,2543.0,71023.0,74603.0,27.917845911949687,29.3250786163522,0.40132929683135876,0.8920272280576741,1.2933565248890329
Chhattisgarh,Kabeerdham,955.0,27101.0,32517.0,28.348326359832637,34.01359832635983,0.41247181893570806,1.1702546234641824,1.5827264423998906
Chhattisgarh,Kanker,1705.0,28840.0,53209.0,16.90504103165299,31.189331770222744,0.11627472022267273,1.0026562392299285,1.1189309594526013
